"USER_ID"	"Party"	"Age_group"	"NumSurveyAnsInterest"	"IsLiberal"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q121699"	"Q119851"	"Q110740"	"Q102089"	"Q106042"	"Q115195"	"Q100680"	"Q101596"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q107869"	"Q122771"	"Q118232"	"Q112478"	"Q120012"	"Q113583"	"Q120014"	"Q100689"	"Q124122"	"Q98078"	"Q96024"	"Q108855"	"Q121700"	"Q106388"	"Q116953"	"Q111848"	"Q116448"	"Q120194"	"Q121011"	"Q106389"
53	"Republican"	"(18,44]"	40	"Yes"	"Male"	"$25,001 - $50,000"	"Single (w/kids)"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"dnr"	"Happy"	"No"	"Science"	"No"	"dnr"	"Yes"	"No"	"PC"	"Rent"	"dnr"	"Yes"	"No"	"No"	"dnr"	"No"	"Online"	"dnr"	"Yes"	"Public"	"Pragmatist"	"No"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes!"	"No"	"Yes"	"No"	"No"	"No"	"Study first"	"No"	"No"
54	"Democrat"	"(44,64]"	45	"Yes"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"dnr"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Online"	"No"	"Yes"	"Private"	"Pragmatist"	"Yes"	"No"	"Talk"	"Yes"	"Yes"	"No"	"No"	"No"	"Umm..."	"No"	"No"	"Yes"	"Yes"	"No"	"Try first"	"Yes"	"No"
55	"Democrat"	"(18,44]"	45	"Yes"	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"In-person"	"Yes"	"No"	"Public"	"Idealist"	"Yes"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"No"	"Yes"	"Study first"	"Yes"	"Yes"
57	"Republican"	"(18,44]"	27	"No"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Happy"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"Own"	"dnr"	"dnr"	"Yes"	"Yes"	"No"	"dnr"	"Online"	"Yes"	"dnr"	"Private"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"Yes"
58	"Democrat"	"(18,44]"	41	"Yes"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"dnr"	"Yes"	"No"	"No"	"dnr"	"dnr"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"No"	"No"	"Mac"	"Rent"	"No"	"dnr"	"No"	"No"	"No"	"No"	"In-person"	"No"	"No"	"Public"	"Idealist"	"dnr"	"Yes"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Try first"	"No"	"Yes"
59	"Republican"	"(44,64]"	42	"No"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Rent"	"No"	"Yes"	"No"	"No"	"No"	"No"	"In-person"	"No"	"No"	"Public"	"Pragmatist"	"Yes"	"No"	"Talk"	"No"	"Yes"	"No"	"Yes"	"No"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"No"	"Try first"	"Yes"	"dnr"
60	"Republican"	"(18,44]"	45	"No"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"No"	"Right"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"No"	"Study first"	"No"	"Yes"
61	"Democrat"	"(18,44]"	45	"Yes"	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Online"	"No"	"No"	"Public"	"Pragmatist"	"No"	"Yes"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Umm..."	"No"	"No"	"No"	"Yes"	"Yes"	"Study first"	"No"	"No"
63	"Republican"	"(18,44]"	40	"unknown"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"dnr"	"No"	"Me"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"No"	"No"	"Public"	"Pragmatist"	"Yes"	"Yes"	"Talk"	"No"	"No"	"No"	"Yes"	"No"	"Yes!"	"No"	"No"	"No"	"dnr"	"Yes"	"Study first"	"Yes"	"Yes"
64	"Democrat"	"(18,44]"	45	"No"	"Male"	"under $25,000"	"Single (no kids)"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"No"	"No"	"PC"	"Own"	"No"	"No"	"No"	"No"	"No"	"No"	"In-person"	"No"	"Yes"	"Public"	"Idealist"	"Yes"	"No"	"Tunes"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"No"	"Try first"	"Yes"	"No"
65	"Democrat"	"(44,64]"	45	"Yes"	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"Associate's Degree"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Own"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Pragmatist"	"Yes"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"No"	"Umm..."	"No"	"No"	"Yes"	"No"	"No"	"Study first"	"No"	"No"
66	"Democrat"	"(44,64]"	45	"No"	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Online"	"Yes"	"No"	"Public"	"Pragmatist"	"Yes"	"No"	"Talk"	"No"	"Yes"	"No"	"Yes"	"No"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"No"	"Try first"	"No"	"No"
67	"Republican"	"(44,64]"	40	"No"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"High School Diploma"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"dnr"	"Mac"	"Own"	"No"	"No"	"Yes"	"No"	"No"	"No"	"In-person"	"No"	"Yes"	"Public"	"Pragmatist"	"No"	"dnr"	"Tunes"	"dnr"	"Yes"	"Yes"	"No"	"dnr"	"Yes!"	"No"	"Yes"	"No"	"No"	"Yes"	"dnr"	"Yes"	"Yes"
69	"Republican"	"(64,90]"	43	"No"	"Male"	"over $150,000"	"Married (w/kids)"	"Doctoral Degree"	"dnr"	"Yes"	"No"	"Yes"	"No"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"dnr"	"No"	"Yes"	"Public"	"Pragmatist"	"No"	"Yes"	"Talk"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Umm..."	"No"	"Yes"	"Yes"	"Yes"	"No"	"Study first"	"No"	"No"
70	"Republican"	"(44,64]"	45	"No"	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Current K-12"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"No"	"Yes"	"No"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Public"	"Idealist"	"No"	"Yes"	"Talk"	"No"	"Yes"	"No"	"No"	"Yes"	"Umm..."	"No"	"Yes"	"Yes"	"No"	"No"	"Try first"	"No"	"No"
71	"Republican"	"(18,44]"	21	"unknown"	"Male"	"$75,000 - $100,000"	"Domestic Partners (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"PC"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"In-person"	"dnr"	"Yes"	"Public"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"Yes"	"Yes!"	"No"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"
73	"Democrat"	"(18,44]"	17	"unknown"	"Female"	"dnr"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Dad"	"No"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"dnr"	"Yes"	"No"	"Mac"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Public"	"dnr"	"No"	"Yes"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
75	"Democrat"	"(18,44]"	44	"unknown"	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Master's Degree"	"No"	"No"	"No"	"dnr"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Own"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	"In-person"	"No"	"No"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Umm..."	"No"	"Yes"	"No"	"Yes"	"Yes"	"Study first"	"Yes"	"No"
76	"Republican"	"(44,64]"	44	"No"	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Idealist"	"No"	"Yes"	"Talk"	"Yes"	"Yes"	"No"	"No"	"dnr"	"Umm..."	"No"	"Yes"	"Yes"	"No"	"Yes"	"Study first"	"No"	"No"
77	"Democrat"	"(18,44]"	45	"Yes"	"Male"	"$75,000 - $100,000"	"Domestic Partners (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"No"	"No"	"Private"	"Idealist"	"Yes"	"No"	"Tunes"	"No"	"No"	"No"	"Yes"	"Yes"	"Umm..."	"No"	"No"	"Yes"	"Yes"	"Yes"	"Study first"	"Yes"	"Yes"
78	"Democrat"	"(44,64]"	44	"No"	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"dnr"	"No"	"Yes"	"PC"	"Own"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Public"	"Pragmatist"	"No"	"No"	"Talk"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Umm..."	"No"	"Yes"	"Yes"	"Yes"	"No"	"Study first"	"No"	"No"
79	"Republican"	"(18,44]"	45	"No"	"Male"	"$75,000 - $100,000"	"dnr"	"High School Diploma"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"No"	"Me"	"No"	"No"	"PC"	"Rent"	"No"	"Yes"	"No"	"No"	"No"	"No"	"In-person"	"Yes"	"No"	"Public"	"Idealist"	"Yes"	"No"	"Tunes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes!"	"No"	"No"	"No"	"No"	"No"	"Study first"	"Yes"	"No"
82	"Democrat"	"(44,64]"	45	"No"	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"No"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"Public"	"Pragmatist"	"Yes"	"No"	"Talk"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Try first"	"Yes"	"No"
83	"Democrat"	"(18,44]"	7	"unknown"	"Male"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes!"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
84	"Republican"	"(44,64]"	43	"No"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"No"	"No"	"dnr"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"No"	"dnr"	"Yes"	"No"	"No"	"Umm..."	"No"	"No"	"Yes"	"No"	"No"	"Try first"	"No"	"No"
85	"Democrat"	"(18,44]"	20	"Yes"	"Female"	"under $25,000"	"Single (w/kids)"	"Master's Degree"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"No"	"Public"	"dnr"	"dnr"	"dnr"	"Talk"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"Study first"	"Yes"	"dnr"
86	"Republican"	"(18,44]"	43	"No"	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"High School Diploma"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"dnr"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"No"	"Yes"	"Yes"	"No"	"Yes"	"No"	"In-person"	"Yes"	"Yes"	"Public"	"Idealist"	"No"	"No"	"Talk"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"No"	"Try first"	"dnr"	"No"
88	"Democrat"	"(44,64]"	45	"Yes"	"Male"	"$75,000 - $100,000"	"Married (no kids)"	"Associate's Degree"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"Yes"	"No"	"Yes"	"No"	"No"	"No"	"In-person"	"No"	"Yes"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"No"	"No"	"No"	"No"	"No"	"Yes!"	"No"	"No"	"Yes"	"No"	"No"	"Study first"	"Yes"	"Yes"
89	"Democrat"	"(18,44]"	28	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"Art"	"No"	"Me"	"Yes"	"dnr"	"Mac"	"dnr"	"dnr"	"Yes"	"Yes"	"No"	"No"	"dnr"	"dnr"	"No"	"No"	"Private"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"No"	"Yes!"	"No"	"dnr"	"dnr"	"No"	"No"	"Study first"	"Yes"	"dnr"
90	"Republican"	"(18,44]"	45	"No"	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"Yes"	"Yes"	"No"	"No"	"No"	"No"	"In-person"	"No"	"Yes"	"Public"	"Idealist"	"No"	"No"	"Talk"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes!"	"No"	"No"	"No"	"Yes"	"No"	"Study first"	"Yes"	"No"
91	"Republican"	"(18,44]"	45	"No"	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"High School Diploma"	"No"	"Yes"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"No"	"No"	"Yes"	"No"	"No"	"No"	"Online"	"Yes"	"Yes"	"Public"	"Pragmatist"	"No"	"No"	"Talk"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Yes!"	"No"	"No"	"No"	"No"	"No"	"Study first"	"No"	"No"
93	"Democrat"	"(18,44]"	7	"unknown"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"
94	"Republican"	"(0,18]"	14	"Yes"	"Female"	"dnr"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"No"	"Circumstances"	"dnr"	"dnr"	"Mac"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Online"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes!"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"
95	"Republican"	"(18,44]"	44	"Yes"	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"Rent"	"No"	"Yes"	"dnr"	"No"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Idealist"	"Yes"	"Yes"	"Tunes"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Study first"	"No"	"Yes"
97	"Democrat"	"(44,64]"	22	"unknown"	"Male"	"$50,000 - $74,999"	"Single (w/kids)"	"dnr"	"No"	"dnr"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"	"Own"	"Yes"	"Yes"	"No"	"Yes"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"
98	"Democrat"	"(18,44]"	31	"unknown"	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"No"	"dnr"	"dnr"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"dnr"	"No"	"No"	"PC"	"Rent"	"dnr"	"dnr"	"Yes"	"No"	"No"	"No"	"Online"	"dnr"	"Yes"	"Public"	"dnr"	"dnr"	"Yes"	"Tunes"	"Yes"	"No"	"dnr"	"No"	"Yes"	"Yes!"	"No"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"dnr"
99	"Republican"	"(18,44]"	26	"Yes"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"dnr"	"dnr"	"dnr"	"Science"	"dnr"	"Me"	"Yes"	"No"	"Mac"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"Yes"	"In-person"	"dnr"	"dnr"	"Private"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"Yes!"	"No"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"
101	"Republican"	"(44,64]"	45	"No"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"Public"	"Pragmatist"	"No"	"Yes"	"Talk"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"No"	"Try first"	"Yes"	"No"
102	"Republican"	"(64,90]"	42	"No"	"Female"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"dnr"	"No"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes"	"Online"	"No"	"No"	"Public"	"Pragmatist"	"No"	"Yes"	"Talk"	"No"	"Yes"	"No"	"No"	"Yes"	"Umm..."	"No"	"dnr"	"No"	"No"	"No"	"Try first"	"Yes"	"dnr"
103	"Democrat"	"(18,44]"	0	"unknown"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
106	"Democrat"	"(18,44]"	9	"unknown"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Mom"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Umm..."	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"
107	"Republican"	"(18,44]"	7	"unknown"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Private"	"dnr"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
109	"Republican"	"(18,44]"	45	"No"	"Male"	"dnr"	"Single (no kids)"	"Doctoral Degree"	"No"	"No"	"No"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"No"	"Me"	"No"	"Yes"	"PC"	"Rent"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"In-person"	"Yes"	"Yes"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes!"	"No"	"No"	"No"	"Yes"	"No"	"Study first"	"Yes"	"Yes"
110	"Democrat"	"(44,64]"	45	"No"	"Female"	"over $150,000"	"Single (w/kids)"	"High School Diploma"	"No"	"Yes"	"No"	"Yes"	"No"	"Dad"	"No"	"No"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes"	"Online"	"No"	"No"	"Public"	"Pragmatist"	"Yes"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"Yes"	"No"	"Yes!"	"No"	"No"	"Yes"	"No"	"Yes"	"Try first"	"No"	"No"
