"USER_ID"	"Party"	"NumSurveyAns"	"YOB"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q119851"	"Q121699"	"Q110740"	"Q106042"	"Q101596"	"Q102089"	"Q100680"	"Q115195"	"Q122771"	"Q108855"	"Q112478"	"Q107869"	"Q120014"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q106388"	"Q120012"	"Q118232"	"Q100689"	"Q113583"	"Q106389"	"Q98078"	"Q124122"	"Q118237"	"Q96024"	"Q116953"
59	"Republican"	92	1958	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"No"	"Rent"	"No"	"Yes"	"Public"	"dnr"	"Yes"	"No"	"No"	"No"	"No"	"In-person"	"No"	"dnr"	"No"	"Pragmatist"	"Yes"	"Talk"	"dnr"	"Yes"	"No"	"Yes"	"No"	"Yes"
60	"Republican"	101	1991	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"No"	"Right"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"Mac"	"No"	"No"	"Own"	"No"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Yes"
61	"Democrat"	101	1984	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Umm..."	"No"	"No"	"Yes"	"Yes"	"No"	"Online"	"No"	"No"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"Yes"	"No"	"No"
63	"Republican"	90	1990	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"dnr"	"No"	"Me"	"No"	"Yes"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"No"	"No"	"Yes"	"Pragmatist"	"No"	"Talk"	"Yes"	"Yes"	"No"	"Yes"	"No"	"No"
64	"Democrat"	100	1996	"Male"	"under $25,000"	"Single (no kids)"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"No"	"No"	"PC"	"No"	"No"	"Own"	"No"	"No"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"No"	"In-person"	"No"	"No"	"No"	"Idealist"	"No"	"Tunes"	"No"	"No"	"No"	"No"	"Yes"	"Yes"
65	"Democrat"	101	1955	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"Associate's Degree"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"No"	"No"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"No"	"Yes"	"No"	"No"	"No"	"Yes"
66	"Democrat"	101	1970	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"No"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Talk"	"No"	"Yes"	"No"	"No"	"No"	"Yes"
67	"Republican"	94	1969	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"High School Diploma"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"dnr"	"No"	"Mac"	"No"	"No"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"No"	"Yes"	"dnr"	"No"	"No"	"In-person"	"No"	"Yes"	"dnr"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"No"	"Yes"	"No"	"dnr"	"No"
69	"Republican"	97	1944	"Male"	"over $150,000"	"Married (w/kids)"	"Doctoral Degree"	"dnr"	"Yes"	"No"	"Yes"	"No"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Yes"	"No"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"No"	"Yes"	"Yes"	"No"	"Yes"	"dnr"	"No"	"Yes"	"Yes"	"Pragmatist"	"Yes"	"Talk"	"No"	"No"	"No"	"No"	"Yes"	"Yes"
70	"Republican"	101	1958	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Current K-12"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"Yes"	"Own"	"No"	"Yes"	"Public"	"Umm..."	"No"	"Yes"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Yes"	"Idealist"	"Yes"	"Talk"	"No"	"No"	"No"	"No"	"Yes"	"Yes"
71	"Republican"	49	1975	"Male"	"$75,000 - $100,000"	"Domestic Partners (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"PC"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Public"	"Yes!"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"In-person"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"Yes"	"dnr"	"Yes"	"dnr"
73	"Democrat"	35	1982	"Female"	"dnr"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Dad"	"No"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"dnr"	"No"	"Yes"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Public"	"dnr"	"No"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"
75	"Democrat"	97	1973	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Master's Degree"	"No"	"No"	"No"	"dnr"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"No"	"No"	"Own"	"No"	"Yes"	"Public"	"Umm..."	"Yes"	"No"	"Yes"	"Yes"	"No"	"In-person"	"No"	"Yes"	"No"	"Pragmatist"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"No"	"No"	"No"
76	"Republican"	97	1959	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Yes"	"Yes"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"No"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Yes"	"Idealist"	"Yes"	"Talk"	"No"	"No"	"No"	"Yes"	"dnr"	"Yes"
77	"Democrat"	101	1987	"Male"	"$75,000 - $100,000"	"Domestic Partners (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"Mac"	"No"	"No"	"Own"	"No"	"Yes"	"Private"	"Umm..."	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"No"	"No"	"No"	"Idealist"	"No"	"Tunes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Yes"
78	"Democrat"	97	1959	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"dnr"	"Yes"	"No"	"PC"	"Yes"	"No"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"No"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Talk"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Yes"
79	"Republican"	101	1994	"Male"	"$75,000 - $100,000"	"dnr"	"High School Diploma"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"No"	"Me"	"No"	"No"	"PC"	"No"	"No"	"Rent"	"No"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"No"	"No"	"No"	"In-person"	"Yes"	"No"	"No"	"Idealist"	"No"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"
82	"Democrat"	99	1959	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"No"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"Mac"	"Yes"	"Yes"	"Own"	"No"	"No"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Talk"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"
83	"Democrat"	12	1991	"Male"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes!"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
84	"Republican"	97	1966	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"Yes"	"Own"	"dnr"	"No"	"Public"	"Umm..."	"No"	"Yes"	"No"	"No"	"Yes"	"In-person"	"No"	"No"	"No"	"Pragmatist"	"dnr"	"Tunes"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"
85	"Democrat"	47	1973	"Female"	"under $25,000"	"Single (w/kids)"	"Master's Degree"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Public"	"dnr"	"dnr"	"No"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Talk"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"
86	"Republican"	96	1975	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"High School Diploma"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"dnr"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"Yes"	"Yes"	"No"	"In-person"	"Yes"	"Yes"	"No"	"Idealist"	"No"	"Talk"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"
88	"Democrat"	101	1971	"Male"	"$75,000 - $100,000"	"Married (no kids)"	"Associate's Degree"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"No"	"In-person"	"No"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"
89	"Democrat"	62	1995	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"Art"	"No"	"Me"	"dnr"	"Yes"	"Mac"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"Private"	"Yes!"	"dnr"	"No"	"Yes"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"
90	"Republican"	101	1995	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Yes"	"No"	"Own"	"No"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"No"	"In-person"	"No"	"No"	"No"	"Idealist"	"Yes"	"Talk"	"No"	"No"	"Yes"	"No"	"Yes"	"No"
91	"Republican"	101	1979	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"High School Diploma"	"No"	"Yes"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"No"	"Yes"	"No"	"No"	"No"	"Online"	"Yes"	"No"	"No"	"Pragmatist"	"Yes"	"Talk"	"No"	"No"	"Yes"	"No"	"Yes"	"No"
93	"Democrat"	19	1997	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Tunes"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"
94	"Republican"	35	1998	"Female"	"dnr"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"No"	"Circumstances"	"dnr"	"dnr"	"Mac"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes!"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Online"	"No"	"No"	"dnr"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"
95	"Republican"	99	1994	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"No"	"No"	"Rent"	"dnr"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"No"	"Yes"	"Idealist"	"No"	"Tunes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"
97	"Democrat"	41	1960	"Male"	"$50,000 - $74,999"	"Single (w/kids)"	"dnr"	"No"	"dnr"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"	"Yes"	"Yes"	"Own"	"No"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"dnr"
98	"Democrat"	70	1988	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"No"	"dnr"	"dnr"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"dnr"	"No"	"No"	"PC"	"dnr"	"No"	"Rent"	"Yes"	"dnr"	"Public"	"Yes!"	"dnr"	"Yes"	"Yes"	"No"	"No"	"Online"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"Tunes"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"Yes"
99	"Republican"	66	1993	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"dnr"	"dnr"	"dnr"	"Science"	"dnr"	"Me"	"No"	"Yes"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Private"	"Yes!"	"No"	"dnr"	"dnr"	"No"	"Yes"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"Yes"
101	"Republican"	101	1959	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"No"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"Yes"	"Pragmatist"	"No"	"Talk"	"No"	"Yes"	"No"	"No"	"No"	"Yes"
102	"Republican"	95	1944	"Female"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"dnr"	"No"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"No"	"Yes"	"Public"	"Umm..."	"No"	"No"	"No"	"No"	"Yes"	"Online"	"No"	"dnr"	"Yes"	"Pragmatist"	"Yes"	"Talk"	"dnr"	"No"	"No"	"No"	"Yes"	"No"
103	"Democrat"	5	1996	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
106	"Democrat"	14	1994	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Mom"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Umm..."	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
107	"Republican"	18	1989	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Private"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
109	"Republican"	101	1987	"Male"	"dnr"	"Single (no kids)"	"Doctoral Degree"	"No"	"No"	"No"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"No"	"Me"	"Yes"	"No"	"PC"	"No"	"Yes"	"Rent"	"No"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"No"	"Yes"	"Yes"	"In-person"	"Yes"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"No"
110	"Democrat"	101	1963	"Female"	"over $150,000"	"Single (w/kids)"	"High School Diploma"	"No"	"Yes"	"No"	"Yes"	"No"	"Dad"	"No"	"No"	"Happy"	"No"	"Art"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Yes"	"No"	"Own"	"No"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"No"	"No"	"Yes"	"Online"	"No"	"No"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"No"	"No"	"Yes"
111	"Democrat"	99	1979	"Female"	"dnr"	"Single (no kids)"	"Doctoral Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"Yes"	"Happy"	"Yes"	"dnr"	"No"	"Me"	"Yes"	"Yes"	"PC"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Private"	"Yes!"	"No"	"Yes"	"No"	"Yes"	"Yes"	"In-person"	"Yes"	"Yes"	"Yes"	"Pragmatist"	"No"	"Tunes"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"
112	"Democrat"	101	1981	"Female"	"$75,000 - $100,000"	"Domestic Partners (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"Yes"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"Yes"	"In-person"	"No"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"
113	"Democrat"	101	1993	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"Yes"	"Happy"	"No"	"Art"	"No"	"Circumstances"	"No"	"No"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Umm..."	"No"	"Yes"	"No"	"No"	"No"	"In-person"	"No"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"
114	"Democrat"	99	1965	"Male"	"$75,000 - $100,000"	"Domestic Partners (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"No"	"Yes"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"No"	"In-person"	"No"	"No"	"Yes"	"Idealist"	"No"	"Tunes"	"No"	"Yes"	"Yes"	"No"	"No"	"Yes"
115	"Republican"	98	1965	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"No"	"No"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"No"	"No"	"Yes"
116	"Republican"	89	1987	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"dnr"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"No"	"No"	"Own"	"Yes"	"Yes"	"Public"	"dnr"	"No"	"Yes"	"No"	"No"	"No"	"Online"	"Yes"	"No"	"No"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"
117	"Democrat"	14	1969	"Female"	"under $25,000"	"Single (w/kids)"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Online"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
118	"Republican"	99	1978	"Female"	"$25,001 - $50,000"	"Married (w/kids)"	"High School Diploma"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Art"	"No"	"Circumstances"	"Yes"	"No"	"PC"	"No"	"No"	"Own"	"Yes"	"dnr"	"Public"	"Umm..."	"Yes"	"Yes"	"No"	"No"	"Yes"	"Online"	"Yes"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"
119	"Democrat"	96	1973	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"No"	"Online"	"No"	"Yes"	"Yes"	"Pragmatist"	"Yes"	"dnr"	"No"	"No"	"Yes"	"No"	"No"	"Yes"
120	"Democrat"	26	1990	"Male"	"under $25,000"	"Single (no kids)"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"
121	"Democrat"	98	1960	"Male"	"dnr"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"Yes"	"Own"	"No"	"No"	"Public"	"dnr"	"Yes"	"Yes"	"Yes"	"No"	"No"	"In-person"	"Yes"	"Yes"	"No"	"Pragmatist"	"No"	"Tunes"	"No"	"No"	"Yes"	"No"	"Yes"	"No"
